"fecha_hora","date","hour","O3","PM10","MAX_DIA_O3","MAX_DIA_PM10","RH","TMP","WDR","WSP","MAX_DIA_RH","MAX_DIA_TMP","MAX_DIA_WDR","MAX_DIA_WSP"
2015-11-02 11:00:00,2015-11-02,11,23,63,29,64,61.6666666666667,19.1,55.3333333333333,1.63333333333333,89,23.1,357,6.9
2015-11-02 06:00:00,2015-11-02,6,1,50,29,64,79.6666666666667,14.0333333333333,135,1.1,89,23.1,357,6.9
2015-11-02 07:00:00,2015-11-02,7,1,50,29,64,81.6666666666667,13.8666666666667,146,1.23333333333333,89,23.1,357,6.9
2015-11-02 08:00:00,2015-11-02,8,1,52,29,64,82.6666666666667,14.0333333333333,136.666666666667,1.33333333333333,89,23.1,357,6.9
2015-11-02 09:00:00,2015-11-02,9,5,55,29,64,76,15.2333333333333,134.333333333333,1.3,89,23.1,357,6.9
2015-11-03 10:00:00,2015-11-03,10,8,63,49,70,64.3333333333333,17.3666666666667,217.666666666667,1.76666666666667,85,25,360,5.5
2015-11-03 11:00:00,2015-11-03,11,18,60,49,70,55,19.5,90,3.26666666666667,85,25,360,5.5
2015-11-03 06:00:00,2015-11-03,6,1,67,49,70,78.6666666666667,14.8666666666667,62.3333333333333,1.1,85,25,360,5.5
2015-11-03 07:00:00,2015-11-03,7,1,68,49,70,79,15,82,1.5,85,25,360,5.5
2015-11-03 08:00:00,2015-11-03,8,1,70,49,70,79.3333333333333,15.2333333333333,108.333333333333,2,85,25,360,5.5
2015-11-03 09:00:00,2015-11-03,9,3,65,49,70,75,15.8666666666667,307,1.36666666666667,85,25,360,5.5
2015-11-04 10:00:00,2015-11-04,10,19,57,112,80,58,18.5,52,1.36666666666667,79,25.1,355,4.6
2015-11-04 11:00:00,2015-11-04,11,34,58,112,80,51.3333333333333,20.3333333333333,42,1.6,79,25.1,355,4.6
2015-11-04 06:00:00,2015-11-04,6,1,55,112,80,75,14.1,265.333333333333,1.1,79,25.1,355,4.6
2015-11-04 07:00:00,2015-11-04,7,1,55,112,80,75.6666666666667,14.0333333333333,97,1,79,25.1,355,4.6
2015-11-04 08:00:00,2015-11-04,8,2,54,112,80,71,14.8666666666667,129.333333333333,1.33333333333333,79,25.1,355,4.6
2015-11-04 09:00:00,2015-11-04,9,7,55,112,80,63,16.8333333333333,103.333333333333,1.13333333333333,79,25.1,355,4.6
2015-11-05 10:00:00,2015-11-05,10,13,80,42,84,59,17.2,226.666666666667,2.06666666666667,81,25.4,360,5.8
2015-11-05 11:00:00,2015-11-05,11,21,84,42,84,44.3333333333333,19.3333333333333,228.333333333333,2.46666666666667,81,25.4,360,5.8
2015-11-05 06:00:00,2015-11-05,6,1,78,42,84,75.6666666666667,13.9666666666667,115.333333333333,1.23333333333333,81,25.4,360,5.8
2015-11-05 07:00:00,2015-11-05,7,1,77,42,84,77,13.5666666666667,100.333333333333,1.13333333333333,81,25.4,360,5.8
2015-11-05 08:00:00,2015-11-05,8,2,78,42,84,74.3333333333333,14.2333333333333,76,1.03333333333333,81,25.4,360,5.8
2015-11-05 09:00:00,2015-11-05,9,5,78,42,84,68.3333333333333,15.7333333333333,349.666666666667,1.16666666666667,81,25.4,360,5.8
2015-11-06 10:00:00,2015-11-06,10,8,87,78,102,71,15.4666666666667,61,1.6,89,24.4,360,5.4
2015-11-06 11:00:00,2015-11-06,11,16,86,78,102,63.3333333333333,17.3333333333333,51.6666666666667,1.6,89,24.4,360,5.4
2015-11-06 06:00:00,2015-11-06,6,1,80,78,102,81,13.4,123,0.933333333333333,89,24.4,360,5.4
2015-11-06 07:00:00,2015-11-06,7,1,81,78,102,82.6666666666667,13.0666666666667,40.3333333333333,1.06666666666667,89,24.4,360,5.4
2015-11-06 08:00:00,2015-11-06,8,2,83,78,102,82.6666666666667,13,158.333333333333,1.43333333333333,89,24.4,360,5.4
2015-11-06 09:00:00,2015-11-06,9,4,84,78,102,78.6666666666667,13.8666666666667,46,1.56666666666667,89,24.4,360,5.4
2015-11-09 10:00:00,2015-11-09,10,11,30,51,48,66.3333333333333,16.2,142.333333333333,1.43333333333333,87,24.9,351,4.9
2015-11-09 11:00:00,2015-11-09,11,19,30,51,48,58.3333333333333,18.0666666666667,123,1.66666666666667,87,24.9,351,4.9
2015-11-09 06:00:00,2015-11-09,6,1,26,51,48,82.6666666666667,12.6333333333333,130.333333333333,1.1,87,24.9,351,4.9
2015-11-09 07:00:00,2015-11-09,7,1,26,51,48,83,12.5666666666667,231.333333333333,1,87,24.9,351,4.9
2015-11-09 08:00:00,2015-11-09,8,2,28,51,48,80.6666666666667,13.0333333333333,248.333333333333,1.53333333333333,87,24.9,351,4.9
2015-11-09 09:00:00,2015-11-09,9,6,29,51,48,74.3333333333333,14.3666666666667,129.666666666667,1.46666666666667,87,24.9,351,4.9
2015-11-10 10:00:00,2015-11-10,10,9,74,46,99,67,16.8666666666667,54.6666666666667,1.46666666666667,93,24.9,355,4.9
2015-11-10 11:00:00,2015-11-10,11,16,80,46,99,58.6666666666667,18.6333333333333,137,1.56666666666667,93,24.9,355,4.9
2015-11-10 06:00:00,2015-11-10,6,1,55,46,99,81.3333333333333,14,56.3333333333333,0.933333333333333,93,24.9,355,4.9
2015-11-10 07:00:00,2015-11-10,7,1,58,46,99,86,13.0666666666667,154,1.26666666666667,93,24.9,355,4.9
2015-11-10 08:00:00,2015-11-10,8,1,64,46,99,84.6666666666667,13.3333333333333,145,1.06666666666667,93,24.9,355,4.9
2015-11-10 09:00:00,2015-11-10,9,4,68,46,99,74,15.0333333333333,50,1.36666666666667,93,24.9,355,4.9
2015-11-11 10:00:00,2015-11-11,10,12,84,107,99,56.3333333333333,18.2666666666667,66.3333333333333,1.33333333333333,75,25.5,360,4
2015-11-11 11:00:00,2015-11-11,11,24,81,107,99,48.6666666666667,20.0666666666667,140.666666666667,1.56666666666667,75,25.5,360,4
2015-11-11 06:00:00,2015-11-11,6,1,97,107,99,70.6666666666667,14.4333333333333,113.333333333333,1.13333333333333,75,25.5,360,4
2015-11-11 07:00:00,2015-11-11,7,1,94,107,99,72.3333333333333,14.0666666666667,137.666666666667,0.833333333333333,75,25.5,360,4
2015-11-11 08:00:00,2015-11-11,8,2,91,107,99,69.6666666666667,14.8333333333333,171.333333333333,0.866666666666667,75,25.5,360,4
2015-11-11 09:00:00,2015-11-11,9,5,87,107,99,62.6666666666667,16.6333333333333,59.6666666666667,0.966666666666667,75,25.5,360,4
2015-11-12 10:00:00,2015-11-12,10,11,90,47,91,51,18,217.333333333333,2.13333333333333,68,24,358,6.4
2015-11-12 11:00:00,2015-11-12,11,22,88,47,91,46,19.2666666666667,340.666666666667,2.56666666666667,68,24,358,6.4
2015-11-12 06:00:00,2015-11-12,6,1,90,47,91,62,15.4666666666667,266,1.03333333333333,68,24,358,6.4
2015-11-12 07:00:00,2015-11-12,7,1,90,47,91,63.6666666666667,15.0333333333333,166.333333333333,0.866666666666667,68,24,358,6.4
2015-11-12 08:00:00,2015-11-12,8,1,91,47,91,64.3333333333333,15.1666666666667,73,1.2,68,24,358,6.4
2015-11-12 09:00:00,2015-11-12,9,5,91,47,91,58,16.7,284,1.23333333333333,68,24,358,6.4
2015-11-13 10:00:00,2015-11-13,10,16,63,27,77,58.6666666666667,16.4,321.333333333333,2.86666666666667,78,20.4,359,6
2015-11-13 11:00:00,2015-11-13,11,16,60,27,77,56,17.1666666666667,342.666666666667,1.83333333333333,78,20.4,359,6
2015-11-13 06:00:00,2015-11-13,6,8,74,27,77,73.3333333333333,14.4,325.333333333333,2.63333333333333,78,20.4,359,6
2015-11-13 07:00:00,2015-11-13,7,5,73,27,77,72,14.5333333333333,224.666666666667,2.56666666666667,78,20.4,359,6
2015-11-13 08:00:00,2015-11-13,8,7,70,27,77,68.6666666666667,14.7333333333333,235,2.13333333333333,78,20.4,359,6
2015-11-13 09:00:00,2015-11-13,9,12,65,27,77,65,15.3666666666667,330.333333333333,2.7,78,20.4,359,6
2015-11-16 10:00:00,2015-11-16,10,12,46,84,65,71.6666666666667,15.4,138.333333333333,1.46666666666667,87,25.4,359,2.8
2015-11-16 11:00:00,2015-11-16,11,24,49,84,65,63,17.4,155.666666666667,1.4,87,25.4,359,2.8
2015-11-16 06:00:00,2015-11-16,6,1,43,84,65,83,13.0333333333333,108.333333333333,1.6,87,25.4,359,2.8
2015-11-16 07:00:00,2015-11-16,7,1,43,84,65,83.3333333333333,12.8666666666667,126.666666666667,1.2,87,25.4,359,2.8
2015-11-16 08:00:00,2015-11-16,8,2,43,84,65,82.3333333333333,13.0666666666667,148,1.06666666666667,87,25.4,359,2.8
2015-11-16 09:00:00,2015-11-16,9,6,44,84,65,78.6666666666667,13.8,31,1.16666666666667,87,25.4,359,2.8
2015-11-17 10:00:00,2015-11-17,10,15,74,50,78,57.6666666666667,18.7333333333333,82.3333333333333,1.66666666666667,78,23,344,3.7
2015-11-17 11:00:00,2015-11-17,11,33,73,50,78,50.6666666666667,20.4333333333333,103,1.43333333333333,78,23,344,3.7
2015-11-17 06:00:00,2015-11-17,6,6,73,50,78,72.6666666666667,15.2333333333333,137.666666666667,1.43333333333333,78,23,344,3.7
2015-11-17 07:00:00,2015-11-17,7,4,74,50,78,73.6666666666667,15.2,270,0.833333333333333,78,23,344,3.7
2015-11-17 08:00:00,2015-11-17,8,2,76,50,78,70.6666666666667,15.6666666666667,60.6666666666667,1,78,23,344,3.7
2015-11-17 09:00:00,2015-11-17,9,4,74,50,78,66.6666666666667,16.7,91,1.43333333333333,78,23,344,3.7
2015-11-18 10:00:00,2015-11-18,10,11,87,98,97,59.3333333333333,18.2666666666667,66.6666666666667,1.73333333333333,81,24.8,360,6.7
2015-11-18 11:00:00,2015-11-18,11,26,90,98,97,52.6666666666667,19.9333333333333,72,1.76666666666667,81,24.8,360,6.7
2015-11-18 06:00:00,2015-11-18,6,1,81,98,97,74,14.5333333333333,268.333333333333,0.966666666666667,81,24.8,360,6.7
2015-11-18 07:00:00,2015-11-18,7,1,83,98,97,75.6666666666667,14.3333333333333,252.333333333333,0.8,81,24.8,360,6.7
2015-11-18 08:00:00,2015-11-18,8,1,83,98,97,73,14.9333333333333,92.3333333333333,1.26666666666667,81,24.8,360,6.7
2015-11-18 09:00:00,2015-11-18,9,4,84,98,97,65.3333333333333,16.6666666666667,82.6666666666667,1.26666666666667,81,24.8,360,6.7
2015-11-19 10:00:00,2015-11-19,10,10,102,35,108,63.6666666666667,16.8333333333333,22.6666666666667,1.4,82,20.2,356,4.2
2015-11-19 11:00:00,2015-11-19,11,22,102,35,108,59.3333333333333,18.9333333333333,32,1.46666666666667,82,20.2,356,4.2
2015-11-19 06:00:00,2015-11-19,6,1,91,35,108,71.6666666666667,14.4,276.666666666667,1.2,82,20.2,356,4.2
2015-11-19 07:00:00,2015-11-19,7,1,91,35,108,72.3333333333333,14.2666666666667,276.666666666667,1.1,82,20.2,356,4.2
2015-11-19 08:00:00,2015-11-19,8,1,99,35,108,76.3333333333333,14.0666666666667,251,1.13333333333333,82,20.2,356,4.2
2015-11-19 09:00:00,2015-11-19,9,3,102,35,108,74.3333333333333,14.6666666666667,244,1.5,82,20.2,356,4.2
2015-11-20 10:00:00,2015-11-20,10,9,102,114,108,69.6666666666667,15.5666666666667,266.666666666667,1.3,81,24.1,359,4.7
2015-11-20 11:00:00,2015-11-20,11,14,101,114,108,60.6666666666667,17.2666666666667,245,1.5,81,24.1,359,4.7
2015-11-20 06:00:00,2015-11-20,6,2,106,114,108,77,14.1666666666667,223,1.73333333333333,81,24.1,359,4.7
2015-11-20 07:00:00,2015-11-20,7,1,106,114,108,77.6666666666667,14.2,216,1.63333333333333,81,24.1,359,4.7
2015-11-20 08:00:00,2015-11-20,8,1,105,114,108,76,14.1666666666667,149,1.23333333333333,81,24.1,359,4.7
2015-11-20 09:00:00,2015-11-20,9,4,103,114,108,74,14.6333333333333,154.666666666667,1.53333333333333,81,24.1,359,4.7
2015-11-23 10:00:00,2015-11-23,10,2,73,46,111,82.6666666666667,12.1,329,1.4,92,20.9,359,5.2
2015-11-23 11:00:00,2015-11-23,11,4,80,46,111,77,13.0333333333333,230.666666666667,1.3,92,20.9,359,5.2
2015-11-23 06:00:00,2015-11-23,6,1,51,46,111,87.6666666666667,10.8666666666667,138,1.06666666666667,92,20.9,359,5.2
2015-11-23 07:00:00,2015-11-23,7,1,55,46,111,87.3333333333333,11.0666666666667,244,1.53333333333333,92,20.9,359,5.2
2015-11-23 08:00:00,2015-11-23,8,1,60,46,111,86.3333333333333,11.2666666666667,302,1.76666666666667,92,20.9,359,5.2
2015-11-23 09:00:00,2015-11-23,9,1,65,46,111,85.3333333333333,11.5333333333333,308,1.6,92,20.9,359,5.2
2015-11-24 10:00:00,2015-11-24,10,6,108,100,112,67,15.6666666666667,82.3333333333333,1.23333333333333,85,23.5,359,4.2
2015-11-24 11:00:00,2015-11-24,11,16,107,100,112,59.3333333333333,17.6666666666667,149.666666666667,1.26666666666667,85,23.5,359,4.2
2015-11-24 06:00:00,2015-11-24,6,1,110,100,112,80,12.5,59.3333333333333,1.03333333333333,85,23.5,359,4.2
2015-11-24 07:00:00,2015-11-24,7,1,110,100,112,81.3333333333333,12.2333333333333,56.3333333333333,0.933333333333333,85,23.5,359,4.2
2015-11-24 08:00:00,2015-11-24,8,2,109,100,112,79,12.6666666666667,149.333333333333,0.833333333333333,85,23.5,359,4.2
2015-11-24 09:00:00,2015-11-24,9,3,108,100,112,74.3333333333333,13.8666666666667,71.3333333333333,0.933333333333333,85,23.5,359,4.2
2015-11-25 10:00:00,2015-11-25,10,10,97,104,100,50.6666666666667,17.6,92,1.43333333333333,85,25.1,360,5.7
2015-11-25 11:00:00,2015-11-25,11,19,97,104,100,45.3333333333333,19.3,70,1.3,85,25.1,360,5.7
2015-11-25 06:00:00,2015-11-25,6,1,99,104,100,67.3333333333333,13.7333333333333,144,1.23333333333333,85,25.1,360,5.7
2015-11-25 07:00:00,2015-11-25,7,1,99,104,100,68.3333333333333,13.4,145,1.4,85,25.1,360,5.7
2015-11-25 08:00:00,2015-11-25,8,1,97,104,100,67.6666666666667,13.9666666666667,101.666666666667,0.8,85,25.1,360,5.7
2015-11-25 09:00:00,2015-11-25,9,3,97,104,100,60.3333333333333,15.6666666666667,97,1.36666666666667,85,25.1,360,5.7
2015-11-26 10:00:00,2015-11-26,10,11,78,126,88,69,16.5333333333333,80.3333333333333,1.26666666666667,86,24.1,355,4.9
2015-11-26 11:00:00,2015-11-26,11,25,80,126,88,62.6666666666667,18.1666666666667,53.3333333333333,1.46666666666667,86,24.1,355,4.9
2015-11-26 06:00:00,2015-11-26,6,1,80,126,88,81,13.6666666666667,112,0.7,86,24.1,355,4.9
2015-11-26 07:00:00,2015-11-26,7,1,80,126,88,81.3333333333333,13.4666666666667,272.666666666667,0.866666666666667,86,24.1,355,4.9
2015-11-26 08:00:00,2015-11-26,8,1,80,126,88,78.3333333333333,13.7666666666667,97.3333333333333,0.933333333333333,86,24.1,355,4.9
2015-11-26 09:00:00,2015-11-26,9,4,78,126,88,76.3333333333333,14.7333333333333,77.3333333333333,1,86,24.1,355,4.9
2015-11-27 10:00:00,2015-11-27,10,5,100,38,101,76.3333333333333,14.4,151.333333333333,1.23333333333333,95,21.3,351,3.5
2015-11-27 11:00:00,2015-11-27,11,14,101,38,101,65.3333333333333,16.5666666666667,73,1.66666666666667,95,21.3,351,3.5
2015-11-27 06:00:00,2015-11-27,6,1,88,38,101,85,12.7333333333333,128.666666666667,1.33333333333333,95,21.3,351,3.5
2015-11-27 07:00:00,2015-11-27,7,1,91,38,101,86.6666666666667,11.9,143,1.36666666666667,95,21.3,351,3.5
2015-11-27 08:00:00,2015-11-27,8,1,94,38,101,89,12.0333333333333,154.666666666667,1.53333333333333,95,21.3,351,3.5
2015-11-27 09:00:00,2015-11-27,9,1,97,38,101,84.6666666666667,12.9333333333333,140.333333333333,1.23333333333333,95,21.3,351,3.5
2015-11-30 10:00:00,2015-11-30,10,9,80,117,103,67,15,60.3333333333333,1.46666666666667,88,26.5,348,3.8
2015-11-30 11:00:00,2015-11-30,11,21,86,117,103,55.6666666666667,17.1,80.6666666666667,1.56666666666667,88,26.5,348,3.8
2015-11-30 06:00:00,2015-11-30,6,1,63,117,103,79.6666666666667,11.8333333333333,86.6666666666667,1.46666666666667,88,26.5,348,3.8
2015-11-30 07:00:00,2015-11-30,7,1,65,117,103,83.3333333333333,11.2666666666667,86,1.33333333333333,88,26.5,348,3.8
2015-11-30 08:00:00,2015-11-30,8,1,70,117,103,82.3333333333333,11.6333333333333,89.6666666666667,1.06666666666667,88,26.5,348,3.8
2015-11-30 09:00:00,2015-11-30,9,6,74,117,103,75.6666666666667,13.1666666666667,56.3333333333333,1.26666666666667,88,26.5,348,3.8
2015-12-01 10:00:00,2015-12-01,10,9,106,120,108,42.3333333333333,16.5666666666667,88.6666666666667,1.4,66,26.8,359,4.3
2015-12-01 11:00:00,2015-12-01,11,22,107,120,108,37.3333333333333,18.9,92.3333333333333,1.46666666666667,66,26.8,359,4.3
2015-12-01 06:00:00,2015-12-01,6,3,106,120,108,56.6666666666667,12.5666666666667,143,1.16666666666667,66,26.8,359,4.3
2015-12-01 07:00:00,2015-12-01,7,1,106,120,108,57.6666666666667,12.3,170.666666666667,0.933333333333333,66,26.8,359,4.3
2015-12-01 08:00:00,2015-12-01,8,1,106,120,108,56.3333333333333,12.7,100.666666666667,1.26666666666667,66,26.8,359,4.3
2015-12-01 09:00:00,2015-12-01,9,4,107,120,108,50.6666666666667,14.5,83,1.23333333333333,66,26.8,359,4.3
2015-12-02 10:00:00,2015-12-02,10,9,110,131,113,46.3333333333333,16.9333333333333,84.3333333333333,1.4,77,24.3,358,7.2
2015-12-02 11:00:00,2015-12-02,11,23,110,131,113,44.3333333333333,19.0666666666667,78.3333333333333,1.56666666666667,77,24.3,358,7.2
2015-12-02 06:00:00,2015-12-02,6,2,109,131,113,57.3333333333333,13.2333333333333,113.666666666667,1,77,24.3,358,7.2
2015-12-02 07:00:00,2015-12-02,7,2,109,131,113,60.6666666666667,12.8333333333333,166.666666666667,0.8,77,24.3,358,7.2
2015-12-02 08:00:00,2015-12-02,8,2,109,131,113,59.3333333333333,13.1,63,0.8,77,24.3,358,7.2
2015-12-02 09:00:00,2015-12-02,9,4,109,131,113,51.6666666666667,14.8666666666667,74.6666666666667,1.13333333333333,77,24.3,358,7.2
2015-12-03 10:00:00,2015-12-03,10,5,102,32,110,70.3333333333333,14.6,227.666666666667,1.66666666666667,91,19.6,359,6.7
2015-12-03 11:00:00,2015-12-03,11,11,101,32,110,64.3333333333333,15.7,133,1.53333333333333,91,19.6,359,6.7
2015-12-03 06:00:00,2015-12-03,6,1,107,32,110,78.3333333333333,13.3333333333333,326,2.03333333333333,91,19.6,359,6.7
2015-12-03 07:00:00,2015-12-03,7,1,106,32,110,77.6666666666667,13.4,335,1.8,91,19.6,359,6.7
2015-12-03 08:00:00,2015-12-03,8,1,105,32,110,75.3333333333333,13.4666666666667,327.333333333333,1.96666666666667,91,19.6,359,6.7
2015-12-03 09:00:00,2015-12-03,9,2,103,32,110,73.3333333333333,13.7666666666667,323.666666666667,1.83333333333333,91,19.6,359,6.7
2015-12-04 10:00:00,2015-12-04,10,4,71,57,88,78.6666666666667,12.5,136.666666666667,1.6,91,19.7,359,5.8
2015-12-04 11:00:00,2015-12-04,11,8,73,57,88,73,13.5,150.666666666667,1.8,91,19.7,359,5.8
2015-12-04 06:00:00,2015-12-04,6,1,67,57,88,86,11.4666666666667,140.666666666667,1.13333333333333,91,19.7,359,5.8
2015-12-04 07:00:00,2015-12-04,7,1,65,57,88,85.3333333333333,11.6,147.333333333333,1.4,91,19.7,359,5.8
2015-12-04 08:00:00,2015-12-04,8,2,65,57,88,85.6666666666667,11.4333333333333,142.666666666667,1.66666666666667,91,19.7,359,5.8
2015-12-04 09:00:00,2015-12-04,9,3,68,57,88,84.3333333333333,11.4666666666667,231.666666666667,1.83333333333333,91,19.7,359,5.8
2015-12-07 10:00:00,2015-12-07,10,9,87,55,100,67,12.2,51,1.33333333333333,79,19.2,356,3.7
2015-12-07 11:00:00,2015-12-07,11,11,84,55,100,62,13.5333333333333,13,1.5,79,19.2,356,3.7
2015-12-07 06:00:00,2015-12-07,6,9,94,55,100,76.3333333333333,10.2666666666667,216.333333333333,1.73333333333333,79,19.2,356,3.7
2015-12-07 07:00:00,2015-12-07,7,3,93,55,100,76,10.3666666666667,330.333333333333,1.96666666666667,79,19.2,356,3.7
2015-12-07 08:00:00,2015-12-07,8,2,90,55,100,75.6666666666667,10.5333333333333,219.666666666667,1.66666666666667,79,19.2,356,3.7
2015-12-07 09:00:00,2015-12-07,9,4,88,55,100,72.6666666666667,11.1666666666667,255.333333333333,1.13333333333333,79,19.2,356,3.7
2015-12-08 10:00:00,2015-12-08,10,6,97,94,101,69,13.75,124.5,1.25,83,21.2,320,3
2015-12-08 11:00:00,2015-12-08,11,16,100,94,101,61,15.65,136,1.4,83,21.2,320,3
2015-12-08 06:00:00,2015-12-08,6,2,91,94,101,81.5,11.4,61,0.75,83,21.2,320,3
2015-12-08 07:00:00,2015-12-08,7,2,96,94,101,82,11.25,98,0.95,83,21.2,320,3
2015-12-08 08:00:00,2015-12-08,8,2,96,94,101,80,11.5,155.5,1.3,83,21.2,320,3
2015-12-08 09:00:00,2015-12-08,9,4,97,94,101,77,12.15,131,1.05,83,21.2,320,3
2015-12-09 10:00:00,2015-12-09,10,4,102,57,105,72,14.2666666666667,23.5,1.1,87,20.2,355,3.1
2015-12-09 11:00:00,2015-12-09,11,14,102,57,105,61.6666666666667,15.8666666666667,35.5,1.35,87,20.2,355,3.1
2015-12-09 06:00:00,2015-12-09,6,2,101,57,105,80.6666666666667,12.1666666666667,225,0.8,87,20.2,355,3.1
2015-12-09 07:00:00,2015-12-09,7,1,101,57,105,81.3333333333333,12.2,203.5,0.85,87,20.2,355,3.1
2015-12-09 08:00:00,2015-12-09,8,2,101,57,105,80.3333333333333,12.3666666666667,160.5,0.9,87,20.2,355,3.1
2015-12-09 09:00:00,2015-12-09,9,3,102,57,105,78,13.1666666666667,220,1.05,87,20.2,355,3.1
2015-12-10 10:00:00,2015-12-10,10,5,105,105,109,61.3333333333333,14.0333333333333,162,1.7,73,22.4,298,2.5
2015-12-10 11:00:00,2015-12-10,11,14,106,105,109,53,15.8666666666667,142.5,1.8,73,22.4,298,2.5
2015-12-10 06:00:00,2015-12-10,6,2,104,105,109,68,12.1333333333333,191.5,1.1,73,22.4,298,2.5
2015-12-10 07:00:00,2015-12-10,7,2,105,105,109,69.3333333333333,11.9666666666667,189.5,1,73,22.4,298,2.5
2015-12-10 08:00:00,2015-12-10,8,2,105,105,109,69,11.9,196,1.3,73,22.4,298,2.5
2015-12-10 09:00:00,2015-12-10,9,3,105,105,109,66,12.5333333333333,189,1.25,73,22.4,298,2.5
2015-12-11 10:00:00,2015-12-11,10,6,114,103,114,58.6666666666667,13.8666666666667,105.5,1.25,77,22.7,247,3.1
2015-12-11 11:00:00,2015-12-11,11,12,114,103,114,52.3333333333333,15.4,123,1.25,77,22.7,247,3.1
2015-12-11 06:00:00,2015-12-11,6,3,114,103,114,68.6666666666667,11.4666666666667,167.5,1,77,22.7,247,3.1
2015-12-11 07:00:00,2015-12-11,7,4,114,103,114,69.6666666666667,11.2666666666667,164,0.9,77,22.7,247,3.1
2015-12-11 08:00:00,2015-12-11,8,4,114,103,114,68.3333333333333,11.5333333333333,156,1.05,77,22.7,247,3.1
2015-12-11 09:00:00,2015-12-11,9,4,114,103,114,64.6666666666667,12.5333333333333,104,1.25,77,22.7,247,3.1
2015-12-14 10:00:00,2015-12-14,10,9,48,55,68,66.6666666666667,14.4333333333333,75,1.55,90,22.1,350,2.4
2015-12-14 11:00:00,2015-12-14,11,18,49,55,68,61,16.1333333333333,100.5,1.7,90,22.1,350,2.4
2015-12-14 06:00:00,2015-12-14,6,3,40,55,68,81.6666666666667,11.1333333333333,184,1.1,90,22.1,350,2.4
2015-12-14 07:00:00,2015-12-14,7,3,41,55,68,83.6666666666667,10.9,220.5,1.15,90,22.1,350,2.4
2015-12-14 08:00:00,2015-12-14,8,3,43,55,68,81.6666666666667,11.1333333333333,164,1.05,90,22.1,350,2.4
2015-12-14 09:00:00,2015-12-14,9,6,45,55,68,74.3333333333333,12.4666666666667,155.5,1.45,90,22.1,350,2.4
2015-12-15 10:00:00,2015-12-15,10,9,65,48,70,51,15.5,108,1.5,75,23.9,348,3.3
2015-12-15 11:00:00,2015-12-15,11,20,67,48,70,42,17.7,116.5,1.6,75,23.9,348,3.3
2015-12-15 06:00:00,2015-12-15,6,2,68,48,70,63,11.4,189,1.3,75,23.9,348,3.3
2015-12-15 07:00:00,2015-12-15,7,2,65,48,70,68,11,206.5,1.3,75,23.9,348,3.3
2015-12-15 08:00:00,2015-12-15,8,2,67,48,70,64.6666666666667,11.4333333333333,149,1.05,75,23.9,348,3.3
2015-12-15 09:00:00,2015-12-15,9,5,65,48,70,56.3333333333333,13.6333333333333,79,1.05,75,23.9,348,3.3
2015-12-16 10:00:00,2015-12-16,10,8,70,59,70,49,16.4666666666667,103,1.35,76,25.1,311,3.4
2015-12-16 11:00:00,2015-12-16,11,20,70,59,70,39,18.5666666666667,72,1.65,76,25.1,311,3.4
2015-12-16 06:00:00,2015-12-16,6,2,60,59,70,71,12.1333333333333,218.5,1.3,76,25.1,311,3.4
2015-12-16 07:00:00,2015-12-16,7,2,61,59,70,70.3333333333333,12,263.5,0.9,76,25.1,311,3.4
2015-12-16 08:00:00,2015-12-16,8,2,64,59,70,69,12.1333333333333,224,1.05,76,25.1,311,3.4
2015-12-16 09:00:00,2015-12-16,9,4,67,59,70,60.3333333333333,13.9666666666667,301,1.3,76,25.1,311,3.4
2015-12-17 10:00:00,2015-12-17,10,10,63,78,102,50.6666666666667,16.8333333333333,117,1.5,73,25.8,324,2.6
2015-12-17 11:00:00,2015-12-17,11,21,61,78,102,42,19.0666666666667,81,1.55,73,25.8,324,2.6
2015-12-17 06:00:00,2015-12-17,6,1,64,78,102,66.6666666666667,12.7666666666667,176,0.95,73,25.8,324,2.6
2015-12-17 07:00:00,2015-12-17,7,1,64,78,102,66.6666666666667,12.4666666666667,192.5,0.9,73,25.8,324,2.6
2015-12-17 08:00:00,2015-12-17,8,2,64,78,102,65,12.8,126.5,0.9,73,25.8,324,2.6
2015-12-17 09:00:00,2015-12-17,9,4,64,78,102,58.3333333333333,14.5333333333333,118,1.2,73,25.8,324,2.6
2015-12-18 10:00:00,2015-12-18,10,4,99,47,110,76.3333333333333,11.9666666666667,303,1.85,88,18.4,354,3.8
2015-12-18 11:00:00,2015-12-18,11,6,101,47,110,73.3333333333333,12.7,320,1.85,88,18.4,354,3.8
2015-12-18 06:00:00,2015-12-18,6,2,97,47,110,72,12.1,205.5,1.7,88,18.4,354,3.8
2015-12-18 07:00:00,2015-12-18,7,2,97,47,110,78.6666666666667,10.9666666666667,176.5,1.95,88,18.4,354,3.8
2015-12-18 08:00:00,2015-12-18,8,2,99,47,110,83.6666666666667,10.3333333333333,323,2.45,88,18.4,354,3.8
2015-12-18 09:00:00,2015-12-18,9,3,99,47,110,81,10.9666666666667,323.5,2.5,88,18.4,354,3.8
2015-12-21 10:00:00,2015-12-21,10,9,107,104,107,59.6666666666667,15.4666666666667,107,1.25,78,23.5,358,2.2
2015-12-21 11:00:00,2015-12-21,11,19,107,104,107,51,17.6,136,1.25,78,23.5,358,2.2
2015-12-21 06:00:00,2015-12-21,6,2,105,104,107,70.3333333333333,12.9333333333333,178,1,78,23.5,358,2.2
2015-12-21 07:00:00,2015-12-21,7,2,105,104,107,72,12.4666666666667,154,0.9,78,23.5,358,2.2
