"fecha_hora","date","hour","O3","PM10","MAX_DIA_O3","MAX_DIA_PM10"
2015-11-19 11:00:00,2015-11-19,11,22,102,35,108
2015-11-19 06:00:00,2015-11-19,6,1,91,35,108
2015-11-19 07:00:00,2015-11-19,7,1,91,35,108
2015-11-19 08:00:00,2015-11-19,8,1,99,35,108
2015-11-19 09:00:00,2015-11-19,9,3,102,35,108
2015-11-20 10:00:00,2015-11-20,10,9,102,114,108
2015-11-20 11:00:00,2015-11-20,11,14,101,114,108
2015-11-20 06:00:00,2015-11-20,6,2,106,114,108
2015-11-20 07:00:00,2015-11-20,7,1,106,114,108
2015-11-20 08:00:00,2015-11-20,8,1,105,114,108
2015-11-20 09:00:00,2015-11-20,9,4,103,114,108
2015-11-23 10:00:00,2015-11-23,10,2,73,46,111
2015-11-23 11:00:00,2015-11-23,11,4,80,46,111
2015-11-23 06:00:00,2015-11-23,6,1,51,46,111
2015-11-23 07:00:00,2015-11-23,7,1,55,46,111
2015-11-23 08:00:00,2015-11-23,8,1,60,46,111
2015-11-23 09:00:00,2015-11-23,9,1,65,46,111
2015-11-24 10:00:00,2015-11-24,10,6,108,100,112
2015-11-24 11:00:00,2015-11-24,11,16,107,100,112
2015-11-24 06:00:00,2015-11-24,6,1,110,100,112
2015-11-24 07:00:00,2015-11-24,7,1,110,100,112
2015-11-24 08:00:00,2015-11-24,8,2,109,100,112
2015-11-24 09:00:00,2015-11-24,9,3,108,100,112
2015-11-25 10:00:00,2015-11-25,10,10,97,104,100
2015-11-25 11:00:00,2015-11-25,11,19,97,104,100
2015-11-25 06:00:00,2015-11-25,6,1,99,104,100
2015-11-25 07:00:00,2015-11-25,7,1,99,104,100
2015-11-25 08:00:00,2015-11-25,8,1,97,104,100
2015-11-25 09:00:00,2015-11-25,9,3,97,104,100
2015-11-26 10:00:00,2015-11-26,10,11,78,126,88
2015-11-26 11:00:00,2015-11-26,11,25,80,126,88
2015-11-26 06:00:00,2015-11-26,6,1,80,126,88
2015-11-26 07:00:00,2015-11-26,7,1,80,126,88
2015-11-26 08:00:00,2015-11-26,8,1,80,126,88
2015-11-26 09:00:00,2015-11-26,9,4,78,126,88
2015-11-27 10:00:00,2015-11-27,10,5,100,38,101
2015-11-27 11:00:00,2015-11-27,11,14,101,38,101
2015-11-27 06:00:00,2015-11-27,6,1,88,38,101
2015-11-27 07:00:00,2015-11-27,7,1,91,38,101
2015-11-27 08:00:00,2015-11-27,8,1,94,38,101
2015-11-27 09:00:00,2015-11-27,9,1,97,38,101
2015-11-30 10:00:00,2015-11-30,10,9,80,117,103
2015-11-30 11:00:00,2015-11-30,11,21,86,117,103
2015-11-30 06:00:00,2015-11-30,6,1,63,117,103
2015-11-30 07:00:00,2015-11-30,7,1,65,117,103
2015-11-30 08:00:00,2015-11-30,8,1,70,117,103
2015-11-30 09:00:00,2015-11-30,9,6,74,117,103
2015-12-01 10:00:00,2015-12-01,10,9,106,120,108
2015-12-01 11:00:00,2015-12-01,11,22,107,120,108
2015-12-01 06:00:00,2015-12-01,6,3,106,120,108
2015-12-01 07:00:00,2015-12-01,7,1,106,120,108
2015-12-01 08:00:00,2015-12-01,8,1,106,120,108
2015-12-01 09:00:00,2015-12-01,9,4,107,120,108
2015-12-02 10:00:00,2015-12-02,10,9,110,131,113
2015-12-02 11:00:00,2015-12-02,11,23,110,131,113
2015-12-02 06:00:00,2015-12-02,6,2,109,131,113
2015-12-02 07:00:00,2015-12-02,7,2,109,131,113
2015-12-02 08:00:00,2015-12-02,8,2,109,131,113
2015-12-02 09:00:00,2015-12-02,9,4,109,131,113
2015-12-03 10:00:00,2015-12-03,10,5,102,32,110
2015-12-03 11:00:00,2015-12-03,11,11,101,32,110
2015-12-03 06:00:00,2015-12-03,6,1,107,32,110
2015-12-03 07:00:00,2015-12-03,7,1,106,32,110
2015-12-03 08:00:00,2015-12-03,8,1,105,32,110
2015-12-03 09:00:00,2015-12-03,9,2,103,32,110
2015-12-04 10:00:00,2015-12-04,10,4,71,57,88
2015-12-04 11:00:00,2015-12-04,11,8,73,57,88
2015-12-04 06:00:00,2015-12-04,6,1,67,57,88
2015-12-04 07:00:00,2015-12-04,7,1,65,57,88
2015-12-04 08:00:00,2015-12-04,8,2,65,57,88
2015-12-04 09:00:00,2015-12-04,9,3,68,57,88
2015-12-07 10:00:00,2015-12-07,10,9,87,55,100
2015-12-07 11:00:00,2015-12-07,11,11,84,55,100
2015-12-07 06:00:00,2015-12-07,6,9,94,55,100
2015-12-07 07:00:00,2015-12-07,7,3,93,55,100
2015-12-07 08:00:00,2015-12-07,8,2,90,55,100
2015-12-07 09:00:00,2015-12-07,9,4,88,55,100
2015-12-08 10:00:00,2015-12-08,10,6,97,94,101
2015-12-08 11:00:00,2015-12-08,11,16,100,94,101
2015-12-08 06:00:00,2015-12-08,6,2,91,94,101
2015-12-08 07:00:00,2015-12-08,7,2,96,94,101
2015-12-08 08:00:00,2015-12-08,8,2,96,94,101
2015-12-08 09:00:00,2015-12-08,9,4,97,94,101
2015-12-09 10:00:00,2015-12-09,10,4,102,57,105
2015-12-09 11:00:00,2015-12-09,11,14,102,57,105
2015-12-09 06:00:00,2015-12-09,6,2,101,57,105
2015-12-09 07:00:00,2015-12-09,7,1,101,57,105
2015-12-09 08:00:00,2015-12-09,8,2,101,57,105
2015-12-09 09:00:00,2015-12-09,9,3,102,57,105
2015-12-10 10:00:00,2015-12-10,10,5,105,105,109
2015-12-10 11:00:00,2015-12-10,11,14,106,105,109
2015-12-10 06:00:00,2015-12-10,6,2,104,105,109
2015-12-10 07:00:00,2015-12-10,7,2,105,105,109
2015-12-10 08:00:00,2015-12-10,8,2,105,105,109
2015-12-10 09:00:00,2015-12-10,9,3,105,105,109
2015-12-11 10:00:00,2015-12-11,10,6,114,103,114
2015-12-11 11:00:00,2015-12-11,11,12,114,103,114
2015-12-11 06:00:00,2015-12-11,6,3,114,103,114
2015-12-11 07:00:00,2015-12-11,7,4,114,103,114
2015-12-11 08:00:00,2015-12-11,8,4,114,103,114
2015-12-11 09:00:00,2015-12-11,9,4,114,103,114
2015-12-14 10:00:00,2015-12-14,10,9,48,55,68
2015-12-14 11:00:00,2015-12-14,11,18,49,55,68
2015-12-14 06:00:00,2015-12-14,6,3,40,55,68
2015-12-14 07:00:00,2015-12-14,7,3,41,55,68
2015-12-14 08:00:00,2015-12-14,8,3,43,55,68
2015-12-14 09:00:00,2015-12-14,9,6,45,55,68
2015-12-15 10:00:00,2015-12-15,10,9,65,48,70
2015-12-15 11:00:00,2015-12-15,11,20,67,48,70
2015-12-15 06:00:00,2015-12-15,6,2,68,48,70
2015-12-15 07:00:00,2015-12-15,7,2,65,48,70
2015-12-15 08:00:00,2015-12-15,8,2,67,48,70
2015-12-15 09:00:00,2015-12-15,9,5,65,48,70
2015-12-16 10:00:00,2015-12-16,10,8,70,59,70
2015-12-16 11:00:00,2015-12-16,11,20,70,59,70
2015-12-16 06:00:00,2015-12-16,6,2,60,59,70
2015-12-16 07:00:00,2015-12-16,7,2,61,59,70
2015-12-16 08:00:00,2015-12-16,8,2,64,59,70
2015-12-16 09:00:00,2015-12-16,9,4,67,59,70
2015-12-17 10:00:00,2015-12-17,10,10,63,78,102
2015-12-17 11:00:00,2015-12-17,11,21,61,78,102
2015-12-17 06:00:00,2015-12-17,6,1,64,78,102
2015-12-17 07:00:00,2015-12-17,7,1,64,78,102
2015-12-17 08:00:00,2015-12-17,8,2,64,78,102
2015-12-17 09:00:00,2015-12-17,9,4,64,78,102
2015-12-18 10:00:00,2015-12-18,10,4,99,47,110
2015-12-18 11:00:00,2015-12-18,11,6,101,47,110
2015-12-18 06:00:00,2015-12-18,6,2,97,47,110
2015-12-18 07:00:00,2015-12-18,7,2,97,47,110
2015-12-18 08:00:00,2015-12-18,8,2,99,47,110
2015-12-18 09:00:00,2015-12-18,9,3,99,47,110
2015-12-21 10:00:00,2015-12-21,10,9,107,104,107
2015-12-21 11:00:00,2015-12-21,11,19,107,104,107
2015-12-21 06:00:00,2015-12-21,6,2,105,104,107
2015-12-21 07:00:00,2015-12-21,7,2,105,104,107
2015-12-21 08:00:00,2015-12-21,8,2,106,104,107
2015-12-21 09:00:00,2015-12-21,9,4,106,104,107
2015-12-22 10:00:00,2015-12-22,10,6,101,59,104
2015-12-22 11:00:00,2015-12-22,11,10,101,59,104
2015-12-22 06:00:00,2015-12-22,6,1,102,59,104
2015-12-22 07:00:00,2015-12-22,7,2,102,59,104
2015-12-22 08:00:00,2015-12-22,8,2,102,59,104
2015-12-22 09:00:00,2015-12-22,9,4,101,59,104
2015-12-23 10:00:00,2015-12-23,10,4,102,22,103
2015-12-23 11:00:00,2015-12-23,11,4,102,22,103
2015-12-23 06:00:00,2015-12-23,6,2,102,22,103
2015-12-23 07:00:00,2015-12-23,7,2,102,22,103
2015-12-23 08:00:00,2015-12-23,8,2,102,22,103
2015-12-23 09:00:00,2015-12-23,9,3,102,22,103
2015-12-24 10:00:00,2015-12-24,10,7,109,100,110
2015-12-24 11:00:00,2015-12-24,11,17,110,100,110
2015-12-24 06:00:00,2015-12-24,6,2,107,100,110
2015-12-24 07:00:00,2015-12-24,7,2,107,100,110
2015-12-24 08:00:00,2015-12-24,8,2,108,100,110
2015-12-24 09:00:00,2015-12-24,9,3,108,100,110
2015-12-25 10:00:00,2015-12-25,10,27,119,115,127
2015-12-25 11:00:00,2015-12-25,11,45,126,115,127
2015-12-25 06:00:00,2015-12-25,6,3,112,115,127
2015-12-25 07:00:00,2015-12-25,7,8,113,115,127
2015-12-25 08:00:00,2015-12-25,8,7,113,115,127
2015-12-25 09:00:00,2015-12-25,9,18,117,115,127
2015-12-28 10:00:00,2015-12-28,10,12,50,53,52
2015-12-28 11:00:00,2015-12-28,11,16,51,53,52
2015-12-28 06:00:00,2015-12-28,6,2,44,53,52
2015-12-28 07:00:00,2015-12-28,7,2,44,53,52
2015-12-28 08:00:00,2015-12-28,8,2,46,53,52
2015-12-28 09:00:00,2015-12-28,9,4,49,53,52
2015-12-29 10:00:00,2015-12-29,10,13,52,41,84
2015-12-29 11:00:00,2015-12-29,11,22,52,41,84
2015-12-29 06:00:00,2015-12-29,6,2,49,41,84
2015-12-29 07:00:00,2015-12-29,7,2,50,41,84
2015-12-29 08:00:00,2015-12-29,8,2,51,41,84
2015-12-29 09:00:00,2015-12-29,9,6,52,41,84
2015-12-30 10:00:00,2015-12-30,10,9,70,96,91
2015-12-30 11:00:00,2015-12-30,11,20,76,96,91
2015-12-30 06:00:00,2015-12-30,6,1,76,96,91
2015-12-30 07:00:00,2015-12-30,7,2,76,96,91
2015-12-30 08:00:00,2015-12-30,8,2,74,96,91
2015-12-30 09:00:00,2015-12-30,9,4,71,96,91
2015-12-31 10:00:00,2015-12-31,10,9,100,104,107
2015-12-31 11:00:00,2015-12-31,11,21,101,104,107
2015-12-31 06:00:00,2015-12-31,6,2,93,104,107
2015-12-31 07:00:00,2015-12-31,7,2,94,104,107
2015-12-31 08:00:00,2015-12-31,8,2,96,104,107
2015-12-31 09:00:00,2015-12-31,9,4,97,104,107
