id,bikes,slots,maxcapacity,bike_prop,slots_prop,categoria,canasta_categoria,1,2,3,4
275,16,20,36,0.444444444444,0.555555555556,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
276,5,25,30,0.166666666667,0.833333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
277,9,18,27,0.333333333333,0.666666666667,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
278,6,15,21,0.285714285714,0.714285714286,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
279,7,23,30,0.233333333333,0.766666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
280,0,36,36,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
281,8,20,28,0.285714285714,0.714285714286,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
282,2,16,18,0.111111111111,0.888888888889,1,"[0, 0.25)",1.0,0.0,0.0,0.0
283,2,19,21,0.0952380952381,0.904761904762,1,"[0, 0.25)",1.0,0.0,0.0,0.0
284,11,22,33,0.333333333333,0.666666666667,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
285,5,13,18,0.277777777778,0.722222222222,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
286,0,21,21,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
287,0,21,21,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
288,7,11,18,0.388888888889,0.611111111111,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
289,3,14,17,0.176470588235,0.823529411765,1,"[0, 0.25)",1.0,0.0,0.0,0.0
290,21,5,26,0.807692307692,0.192307692308,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
291,4,23,27,0.148148148148,0.851851851852,1,"[0, 0.25)",1.0,0.0,0.0,0.0
292,12,23,35,0.342857142857,0.657142857143,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
293,4,32,36,0.111111111111,0.888888888889,1,"[0, 0.25)",1.0,0.0,0.0,0.0
294,6,18,24,0.25,0.75,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
295,1,35,36,0.0277777777778,0.972222222222,1,"[0, 0.25)",1.0,0.0,0.0,0.0
296,9,18,27,0.333333333333,0.666666666667,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
297,3,30,33,0.0909090909091,0.909090909091,1,"[0, 0.25)",1.0,0.0,0.0,0.0
298,9,12,21,0.428571428571,0.571428571429,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
299,23,1,24,0.958333333333,0.0416666666667,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
300,3,18,21,0.142857142857,0.857142857143,1,"[0, 0.25)",1.0,0.0,0.0,0.0
301,3,20,23,0.130434782609,0.869565217391,1,"[0, 0.25)",1.0,0.0,0.0,0.0
302,7,29,36,0.194444444444,0.805555555556,1,"[0, 0.25)",1.0,0.0,0.0,0.0
303,11,16,27,0.407407407407,0.592592592593,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
304,31,2,33,0.939393939394,0.0606060606061,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
305,29,7,36,0.805555555556,0.194444444444,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
306,32,4,36,0.888888888889,0.111111111111,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
307,22,5,27,0.814814814815,0.185185185185,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
308,4,26,30,0.133333333333,0.866666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
309,18,9,27,0.666666666667,0.333333333333,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
310,4,11,15,0.266666666667,0.733333333333,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
311,17,1,18,0.944444444444,0.0555555555556,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
312,4,23,27,0.148148148148,0.851851851852,1,"[0, 0.25)",1.0,0.0,0.0,0.0
313,4,20,24,0.166666666667,0.833333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
314,2,19,21,0.0952380952381,0.904761904762,1,"[0, 0.25)",1.0,0.0,0.0,0.0
315,9,12,21,0.428571428571,0.571428571429,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
316,1,26,27,0.037037037037,0.962962962963,1,"[0, 0.25)",1.0,0.0,0.0,0.0
317,2,34,36,0.0555555555556,0.944444444444,1,"[0, 0.25)",1.0,0.0,0.0,0.0
318,10,11,21,0.47619047619,0.52380952381,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
319,4,23,27,0.148148148148,0.851851851852,1,"[0, 0.25)",1.0,0.0,0.0,0.0
320,0,18,18,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
321,5,17,22,0.227272727273,0.772727272727,1,"[0, 0.25)",1.0,0.0,0.0,0.0
322,0,27,27,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
323,9,15,24,0.375,0.625,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
324,1,17,18,0.0555555555556,0.944444444444,1,"[0, 0.25)",1.0,0.0,0.0,0.0
325,4,20,24,0.166666666667,0.833333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
326,1,35,36,0.0277777777778,0.972222222222,1,"[0, 0.25)",1.0,0.0,0.0,0.0
327,0,30,30,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
328,2,25,27,0.0740740740741,0.925925925926,1,"[0, 0.25)",1.0,0.0,0.0,0.0
329,3,21,24,0.125,0.875,1,"[0, 0.25)",1.0,0.0,0.0,0.0
330,9,9,18,0.5,0.5,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
331,16,11,27,0.592592592593,0.407407407407,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
332,7,17,24,0.291666666667,0.708333333333,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
333,1,20,21,0.047619047619,0.952380952381,1,"[0, 0.25)",1.0,0.0,0.0,0.0
334,29,7,36,0.805555555556,0.194444444444,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
335,25,8,33,0.757575757576,0.242424242424,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
336,4,17,21,0.190476190476,0.809523809524,1,"[0, 0.25)",1.0,0.0,0.0,0.0
337,15,6,21,0.714285714286,0.285714285714,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
338,15,5,20,0.75,0.25,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
339,3,18,21,0.142857142857,0.857142857143,1,"[0, 0.25)",1.0,0.0,0.0,0.0
340,4,25,29,0.137931034483,0.862068965517,1,"[0, 0.25)",1.0,0.0,0.0,0.0
341,0,30,30,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
342,4,32,36,0.111111111111,0.888888888889,1,"[0, 0.25)",1.0,0.0,0.0,0.0
343,0,18,18,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
344,4,23,27,0.148148148148,0.851851851852,1,"[0, 0.25)",1.0,0.0,0.0,0.0
345,1,20,21,0.047619047619,0.952380952381,1,"[0, 0.25)",1.0,0.0,0.0,0.0
346,8,15,23,0.347826086957,0.652173913043,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
347,0,26,26,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
348,1,17,18,0.0555555555556,0.944444444444,1,"[0, 0.25)",1.0,0.0,0.0,0.0
349,1,20,21,0.047619047619,0.952380952381,1,"[0, 0.25)",1.0,0.0,0.0,0.0
350,2,28,30,0.0666666666667,0.933333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
351,11,7,18,0.611111111111,0.388888888889,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
352,1,29,30,0.0333333333333,0.966666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
353,0,27,27,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
354,8,16,24,0.333333333333,0.666666666667,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
355,4,17,21,0.190476190476,0.809523809524,1,"[0, 0.25)",1.0,0.0,0.0,0.0
356,1,17,18,0.0555555555556,0.944444444444,1,"[0, 0.25)",1.0,0.0,0.0,0.0
357,1,22,23,0.0434782608696,0.95652173913,1,"[0, 0.25)",1.0,0.0,0.0,0.0
358,5,19,24,0.208333333333,0.791666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
359,0,31,31,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
360,0,27,27,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
361,7,19,26,0.269230769231,0.730769230769,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
362,9,12,21,0.428571428571,0.571428571429,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
363,2,18,20,0.1,0.9,1,"[0, 0.25)",1.0,0.0,0.0,0.0
364,2,25,27,0.0740740740741,0.925925925926,1,"[0, 0.25)",1.0,0.0,0.0,0.0
365,16,2,18,0.888888888889,0.111111111111,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
366,5,17,22,0.227272727273,0.772727272727,1,"[0, 0.25)",1.0,0.0,0.0,0.0
367,0,21,21,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
368,3,21,24,0.125,0.875,1,"[0, 0.25)",1.0,0.0,0.0,0.0
369,7,29,36,0.194444444444,0.805555555556,1,"[0, 0.25)",1.0,0.0,0.0,0.0
370,0,30,30,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
371,5,16,21,0.238095238095,0.761904761905,1,"[0, 0.25)",1.0,0.0,0.0,0.0
372,16,5,21,0.761904761905,0.238095238095,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
373,5,13,18,0.277777777778,0.722222222222,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
374,6,23,29,0.206896551724,0.793103448276,1,"[0, 0.25)",1.0,0.0,0.0,0.0
375,4,20,24,0.166666666667,0.833333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
376,8,19,27,0.296296296296,0.703703703704,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
377,6,30,36,0.166666666667,0.833333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
378,9,20,29,0.310344827586,0.689655172414,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
379,3,33,36,0.0833333333333,0.916666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
380,0,27,27,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
381,2,25,27,0.0740740740741,0.925925925926,1,"[0, 0.25)",1.0,0.0,0.0,0.0
382,0,24,24,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
383,6,9,15,0.4,0.6,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
384,0,19,19,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
385,3,33,36,0.0833333333333,0.916666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
386,2,34,36,0.0555555555556,0.944444444444,1,"[0, 0.25)",1.0,0.0,0.0,0.0
387,0,18,18,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
388,1,20,21,0.047619047619,0.952380952381,1,"[0, 0.25)",1.0,0.0,0.0,0.0
389,15,21,36,0.416666666667,0.583333333333,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
390,2,34,36,0.0555555555556,0.944444444444,1,"[0, 0.25)",1.0,0.0,0.0,0.0
391,0,27,27,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
392,1,20,21,0.047619047619,0.952380952381,1,"[0, 0.25)",1.0,0.0,0.0,0.0
393,1,35,36,0.0277777777778,0.972222222222,1,"[0, 0.25)",1.0,0.0,0.0,0.0
394,25,11,36,0.694444444444,0.305555555556,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
395,8,21,29,0.275862068966,0.724137931034,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
396,0,21,21,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
397,7,22,29,0.241379310345,0.758620689655,1,"[0, 0.25)",1.0,0.0,0.0,0.0
398,12,14,26,0.461538461538,0.538461538462,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
399,11,25,36,0.305555555556,0.694444444444,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
400,8,22,30,0.266666666667,0.733333333333,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
401,9,24,33,0.272727272727,0.727272727273,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
402,12,18,30,0.4,0.6,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
403,1,28,29,0.0344827586207,0.965517241379,1,"[0, 0.25)",1.0,0.0,0.0,0.0
404,1,29,30,0.0333333333333,0.966666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
405,7,23,30,0.233333333333,0.766666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
406,4,17,21,0.190476190476,0.809523809524,1,"[0, 0.25)",1.0,0.0,0.0,0.0
407,11,10,21,0.52380952381,0.47619047619,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
408,7,20,27,0.259259259259,0.740740740741,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
409,6,18,24,0.25,0.75,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
410,2,21,23,0.0869565217391,0.913043478261,1,"[0, 0.25)",1.0,0.0,0.0,0.0
411,1,35,36,0.0277777777778,0.972222222222,1,"[0, 0.25)",1.0,0.0,0.0,0.0
412,3,32,35,0.0857142857143,0.914285714286,1,"[0, 0.25)",1.0,0.0,0.0,0.0
413,4,31,35,0.114285714286,0.885714285714,1,"[0, 0.25)",1.0,0.0,0.0,0.0
414,0,30,30,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
415,5,25,30,0.166666666667,0.833333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
416,0,30,30,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
417,3,27,30,0.1,0.9,1,"[0, 0.25)",1.0,0.0,0.0,0.0
418,7,29,36,0.194444444444,0.805555555556,1,"[0, 0.25)",1.0,0.0,0.0,0.0
419,15,15,30,0.5,0.5,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
420,6,21,27,0.222222222222,0.777777777778,1,"[0, 0.25)",1.0,0.0,0.0,0.0
421,2,28,30,0.0666666666667,0.933333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
422,9,12,21,0.428571428571,0.571428571429,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
423,8,16,24,0.333333333333,0.666666666667,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
424,4,11,15,0.266666666667,0.733333333333,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
425,12,24,36,0.333333333333,0.666666666667,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
426,2,34,36,0.0555555555556,0.944444444444,1,"[0, 0.25)",1.0,0.0,0.0,0.0
427,5,16,21,0.238095238095,0.761904761905,1,"[0, 0.25)",1.0,0.0,0.0,0.0
428,0,27,27,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
429,5,16,21,0.238095238095,0.761904761905,1,"[0, 0.25)",1.0,0.0,0.0,0.0
430,8,22,30,0.266666666667,0.733333333333,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
431,4,17,21,0.190476190476,0.809523809524,1,"[0, 0.25)",1.0,0.0,0.0,0.0
432,8,28,36,0.222222222222,0.777777777778,1,"[0, 0.25)",1.0,0.0,0.0,0.0
433,9,12,21,0.428571428571,0.571428571429,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
434,10,17,27,0.37037037037,0.62962962963,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
435,7,29,36,0.194444444444,0.805555555556,1,"[0, 0.25)",1.0,0.0,0.0,0.0
436,13,17,30,0.433333333333,0.566666666667,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
437,14,7,21,0.666666666667,0.333333333333,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
438,14,10,24,0.583333333333,0.416666666667,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
439,12,6,18,0.666666666667,0.333333333333,3,"[0.5, 0.75)",0.0,0.0,1.0,0.0
440,6,30,36,0.166666666667,0.833333333333,1,"[0, 0.25)",1.0,0.0,0.0,0.0
441,2,34,36,0.0555555555556,0.944444444444,1,"[0, 0.25)",1.0,0.0,0.0,0.0
442,18,6,24,0.75,0.25,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
443,4,26,30,0.133333333333,0.866666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
444,4,14,18,0.222222222222,0.777777777778,1,"[0, 0.25)",1.0,0.0,0.0,0.0
445,16,20,36,0.444444444444,0.555555555556,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
446,11,2,13,0.846153846154,0.153846153846,4,"[0.75, 1.1)",0.0,0.0,0.0,1.0
447,4,23,27,0.148148148148,0.851851851852,1,"[0, 0.25)",1.0,0.0,0.0,0.0
448,13,17,30,0.433333333333,0.566666666667,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
449,10,26,36,0.277777777778,0.722222222222,2,"[0.25, 0.5)",0.0,1.0,0.0,0.0
450,1,29,30,0.0333333333333,0.966666666667,1,"[0, 0.25)",1.0,0.0,0.0,0.0
451,0,36,36,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
452,0,18,18,0.0,1.0,1,"[0, 0.25)",1.0,0.0,0.0,0.0
